Año,Clave_Ent,Entidad,Bien jurídico afectado,Tipo de delito,Subtipo de delito,Modalidad,Sexo,Rango de edad,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,Delitos Totales
2020,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Mujer,Adultos (18 y más),0,0,0,0,0,0,,,,,,,0
2020,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Hombre,Menores de edad (0-17),3,6,2,4,6,2,,,,,,,23
2020,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Hombre,Menores de edad (0-17),1,0,0,1,0,0,,,,,,,2
2020,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Hombre,Menores de edad (0-17),1,0,0,0,0,1,,,,,,,2
2020,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Hombre,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Hombre,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Hombre,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Hombre,Menores de edad (0-17),1,1,2,3,0,1,,,,,,,8
2020,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Hombre,Menores de edad (0-17),0,0,1,2,0,1,,,,,,,4
2020,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Hombre,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Hombre,Adultos (18 y más),48,56,60,54,54,60,,,,,,,332
2020,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Hombre,Adultos (18 y más),5,0,2,4,6,4,,,,,,,21
2020,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Hombre,Adultos (18 y más),6,7,9,7,3,9,,,,,,,41
2020,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Hombre,Adultos (18 y más),0,0,0,0,0,0,,,,,,,0
2020,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Hombre,Adultos (18 y más),0,0,0,0,0,0,,,,,,,0
2020,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Hombre,Adultos (18 y más),0,0,0,0,0,0,,,,,,,0
2020,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Hombre,Adultos (18 y más),21,26,27,30,22,24,,,,,,,150
2020,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Hombre,Adultos (18 y más),2,1,5,1,3,6,,,,,,,18
2020,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Hombre,Adultos (18 y más),0,0,0,0,0,0,,,,,,,0
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Mujer,Menores de edad (0-17),3,0,1,1,0,0,,,,,,,5
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Mujer,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Mujer,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Mujer,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Mujer,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Mujer,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Mujer,Menores de edad (0-17),1,1,1,1,2,0,,,,,,,6
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Mujer,Menores de edad (0-17),2,1,0,2,2,1,,,,,,,8
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Mujer,Menores de edad (0-17),0,0,0,0,0,1,,,,,,,1
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Mujer,Adultos (18 y más),17,1,4,4,1,5,,,,,,,32
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Mujer,Adultos (18 y más),0,2,0,0,0,0,,,,,,,2
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Mujer,Adultos (18 y más),0,1,1,0,0,0,,,,,,,2
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Mujer,Adultos (18 y más),0,0,0,0,0,0,,,,,,,0
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Mujer,Adultos (18 y más),0,0,0,0,0,0,,,,,,,0
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Mujer,Adultos (18 y más),0,0,0,0,0,0,,,,,,,0
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Mujer,Adultos (18 y más),6,6,9,4,2,3,,,,,,,30
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Mujer,Adultos (18 y más),3,0,2,5,2,2,,,,,,,14
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Mujer,Adultos (18 y más),1,1,0,0,0,0,,,,,,,2
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Hombre,Menores de edad (0-17),1,3,4,3,3,2,,,,,,,16
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Hombre,Menores de edad (0-17),0,1,0,0,0,0,,,,,,,1
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Hombre,Menores de edad (0-17),0,0,0,0,0,1,,,,,,,1
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Hombre,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Hombre,Menores de edad (0-17),1,0,0,0,0,0,,,,,,,1
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Hombre,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Hombre,Menores de edad (0-17),5,1,6,0,1,1,,,,,,,14
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Hombre,Menores de edad (0-17),2,1,2,5,2,3,,,,,,,15
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Hombre,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Hombre,Adultos (18 y más),76,36,61,62,51,41,,,,,,,327
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Hombre,Adultos (18 y más),6,9,5,3,5,15,,,,,,,43
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Hombre,Adultos (18 y más),2,7,5,7,4,3,,,,,,,28
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Hombre,Adultos (18 y más),0,0,0,0,1,1,,,,,,,2
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Hombre,Adultos (18 y más),0,0,0,1,0,0,,,,,,,1
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Hombre,Adultos (18 y más),0,0,0,0,0,0,,,,,,,0
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Hombre,Adultos (18 y más),43,27,42,27,31,19,,,,,,,189
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Hombre,Adultos (18 y más),13,26,20,34,16,17,,,,,,,126
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Hombre,Adultos (18 y más),4,0,4,1,3,0,,,,,,,12
2020,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Mujer,Menores de edad (0-17),0,0,1,0,0,1,,,,,,,2
2020,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Mujer,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Mujer,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Mujer,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Mujer,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Mujer,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Mujer,Menores de edad (0-17),1,1,2,1,0,2,,,,,,,7
2020,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Mujer,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Mujer,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Mujer,Adultos (18 y más),3,5,5,3,5,0,,,,,,,21
2020,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Mujer,Adultos (18 y más),0,0,2,0,0,0,,,,,,,2
2020,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Mujer,Adultos (18 y más),1,0,0,2,3,1,,,,,,,7
2020,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Mujer,Adultos (18 y más),0,0,0,0,0,0,,,,,,,0
2020,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Mujer,Adultos (18 y más),0,0,0,0,0,0,,,,,,,0
2020,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Mujer,Adultos (18 y más),0,0,0,0,0,0,,,,,,,0
2020,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Mujer,Adultos (18 y más),11,8,5,10,2,4,,,,,,,40
2020,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Mujer,Adultos (18 y más),0,0,0,0,2,0,,,,,,,2
2020,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Mujer,Adultos (18 y más),0,0,0,0,0,0,,,,,,,0
2020,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Hombre,Menores de edad (0-17),2,2,3,3,0,1,,,,,,,11
2020,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Hombre,Menores de edad (0-17),1,0,0,0,0,0,,,,,,,1
2020,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Hombre,Menores de edad (0-17),0,0,0,2,0,1,,,,,,,3
2020,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Hombre,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Hombre,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Hombre,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Hombre,Menores de edad (0-17),2,2,3,2,3,0,,,,,,,12
2020,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Hombre,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Hombre,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Hombre,Adultos (18 y más),29,47,61,50,34,34,,,,,,,255
2020,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Hombre,Adultos (18 y más),5,7,4,13,8,12,,,,,,,49
2020,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Hombre,Adultos (18 y más),10,4,5,12,18,5,,,,,,,54
2020,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Hombre,Adultos (18 y más),0,0,0,0,0,0,,,,,,,0
2020,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Hombre,Adultos (18 y más),0,0,0,1,0,0,,,,,,,1
2020,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Hombre,Adultos (18 y más),0,0,0,0,0,0,,,,,,,0
2020,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Hombre,Adultos (18 y más),27,21,32,22,17,20,,,,,,,139
2020,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Hombre,Adultos (18 y más),0,0,0,1,2,0,,,,,,,3
2020,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Hombre,Adultos (18 y más),0,0,0,0,0,0,,,,,,,0
2020,22,Querétaro,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Mujer,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,22,Querétaro,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Mujer,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,22,Querétaro,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Mujer,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,22,Querétaro,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Mujer,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,22,Querétaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Mujer,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,22,Querétaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Mujer,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,22,Querétaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Mujer,Menores de edad (0-17),1,0,0,0,0,0,,,,,,,1
2020,22,Querétaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Mujer,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,22,Querétaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Mujer,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,22,Querétaro,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Mujer,Adultos (18 y más),1,2,0,1,0,1,,,,,,,5
2020,22,Querétaro,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Mujer,Adultos (18 y más),0,0,1,0,0,0,,,,,,,1
2020,22,Querétaro,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Mujer,Adultos (18 y más),0,0,0,0,0,0,,,,,,,0
2020,22,Querétaro,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Mujer,Adultos (18 y más),0,0,0,0,0,0,,,,,,,0
2020,22,Querétaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Mujer,Adultos (18 y más),0,0,0,0,0,0,,,,,,,0
2020,22,Querétaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Mujer,Adultos (18 y más),0,0,0,0,0,0,,,,,,,0
2020,22,Querétaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Mujer,Adultos (18 y más),5,6,3,4,2,3,,,,,,,23
2020,22,Querétaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Mujer,Adultos (18 y más),0,0,0,0,0,0,,,,,,,0
2020,22,Querétaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Mujer,Adultos (18 y más),0,0,0,0,0,0,,,,,,,0
2020,22,Querétaro,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Hombre,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,22,Querétaro,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Hombre,Menores de edad (0-17),0,0,0,0,1,0,,,,,,,1
2020,22,Querétaro,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Hombre,Menores de edad (0-17),1,0,0,0,0,0,,,,,,,1
2020,22,Querétaro,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Hombre,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,22,Querétaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Hombre,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,22,Querétaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Hombre,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,22,Querétaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Hombre,Menores de edad (0-17),4,0,2,1,3,0,,,,,,,10
2020,22,Querétaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Hombre,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,22,Querétaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Hombre,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,22,Querétaro,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Hombre,Adultos (18 y más),6,5,13,8,8,5,,,,,,,45
2020,22,Querétaro,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Hombre,Adultos (18 y más),3,3,8,4,4,0,,,,,,,22
2020,22,Querétaro,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Hombre,Adultos (18 y más),0,2,8,1,6,1,,,,,,,18
2020,22,Querétaro,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Hombre,Adultos (18 y más),0,0,0,0,0,0,,,,,,,0
2020,22,Querétaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Hombre,Adultos (18 y más),0,0,0,0,0,0,,,,,,,0
2020,22,Querétaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Hombre,Adultos (18 y más),0,0,0,0,0,0,,,,,,,0
2020,22,Querétaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Hombre,Adultos (18 y más),16,24,18,23,21,22,,,,,,,124
2020,22,Querétaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Hombre,Adultos (18 y más),0,0,0,0,0,0,,,,,,,0
2020,22,Querétaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Hombre,Adultos (18 y más),0,0,0,0,0,0,,,,,,,0
2020,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Mujer,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Mujer,Menores de edad (0-17),0,0,0,1,0,0,,,,,,,1
2020,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Mujer,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Mujer,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Mujer,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Mujer,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Mujer,Menores de edad (0-17),0,1,1,0,0,0,,,,,,,2
2020,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Mujer,Menores de edad (0-17),0,0,2,0,0,0,,,,,,,2
2020,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Mujer,Menores de edad (0-17),0,1,0,0,0,0,,,,,,,1
2020,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Mujer,Adultos (18 y más),3,5,5,2,1,2,,,,,,,18
2020,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Mujer,Adultos (18 y más),0,0,0,0,1,0,,,,,,,1
2020,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Mujer,Adultos (18 y más),0,0,1,0,1,1,,,,,,,3
2020,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Mujer,Adultos (18 y más),4,0,0,0,1,0,,,,,,,5
2020,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Mujer,Adultos (18 y más),0,1,0,0,0,0,,,,,,,1
2020,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Mujer,Adultos (18 y más),0,0,0,0,0,0,,,,,,,0
2020,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Mujer,Adultos (18 y más),3,5,6,2,1,0,,,,,,,17
2020,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Mujer,Adultos (18 y más),6,1,10,5,1,4,,,,,,,27
2020,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Mujer,Adultos (18 y más),3,7,6,3,7,7,,,,,,,33
2020,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Hombre,Menores de edad (0-17),1,2,2,0,1,0,,,,,,,6
2020,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Hombre,Menores de edad (0-17),0,1,0,0,0,0,,,,,,,1
2020,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Hombre,Menores de edad (0-17),0,0,0,0,0,1,,,,,,,1
2020,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Hombre,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Hombre,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Hombre,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Hombre,Menores de edad (0-17),0,1,0,1,0,0,,,,,,,2
2020,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Hombre,Menores de edad (0-17),0,0,3,0,0,0,,,,,,,3
2020,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Hombre,Menores de edad (0-17),2,3,0,0,0,4,,,,,,,9
2020,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Hombre,Adultos (18 y más),30,48,41,30,28,19,,,,,,,196
2020,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Hombre,Adultos (18 y más),5,7,9,7,3,5,,,,,,,36
2020,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Hombre,Adultos (18 y más),5,1,5,6,8,4,,,,,,,29
2020,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Hombre,Adultos (18 y más),5,6,3,5,2,2,,,,,,,23
2020,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Hombre,Adultos (18 y más),0,0,0,0,2,0,,,,,,,2
2020,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Hombre,Adultos (18 y más),0,0,0,0,0,0,,,,,,,0
2020,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Hombre,Adultos (18 y más),17,31,8,12,8,10,,,,,,,86
2020,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Hombre,Adultos (18 y más),9,7,17,16,13,17,,,,,,,79
2020,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Hombre,Adultos (18 y más),21,29,33,12,21,29,,,,,,,145
2020,24,San Luis Potosí,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Mujer,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,24,San Luis Potosí,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Mujer,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
2020,24,San Luis Potosí,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Mujer,Menores de edad (0-17),0,0,0,1,0,0,,,,,,,1
2020,24,San Luis Potosí,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Mujer,Menores de edad (0-17),0,0,0,0,0,0,,,,,,,0
